app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779581481294662, ref_stop_time: 779581481462692, actual_exe_time: 168030, task_app_start_time:779581480002682, task_sched_time:779581481278972
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779581482768712, ref_stop_time: 779581482925852, actual_exe_time: 157140, task_app_start_time:779581481736142, task_sched_time:779581482757252
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779581484561812, ref_stop_time: 779581484683642, actual_exe_time: 121830, task_app_start_time:779581483473022, task_sched_time:779581484556742
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 779581484565262, ref_stop_time: 779581484719822, actual_exe_time: 154560, task_app_start_time:779581480002682, task_sched_time:779581483784842
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779581484859322, ref_stop_time: 779581484944822, actual_exe_time: 85500, task_app_start_time:779581481736142, task_sched_time:779581484837122
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu2, ref_start_time: 779581484862142, ref_stop_time: 779581484937892, actual_exe_time: 75750, task_app_start_time:779581480002682, task_sched_time:779581484852542
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 779581485043792, ref_stop_time: 779581485129142, actual_exe_time: 85350, task_app_start_time:779581480002682, task_sched_time:779581485040342
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 779581485138172, ref_stop_time: 779581485306082, actual_exe_time: 167910, task_app_start_time:779581481736142, task_sched_time:779581485061372
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779581485398212, ref_stop_time: 779581485481942, actual_exe_time: 83730, task_app_start_time:779581481736142, task_sched_time:779581485391672
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779581486652273, ref_stop_time: 779581486733453, actual_exe_time: 81180, task_app_start_time:779581483473022, task_sched_time:779581486645073
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 779581486762523, ref_stop_time: 779581486842983, actual_exe_time: 80460, task_app_start_time:779581485209392, task_sched_time:779581486755083
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 779581486886963, ref_stop_time: 779581487007473, actual_exe_time: 120510, task_app_start_time:779581483473022, task_sched_time:779581486879283
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779581487344373, ref_stop_time: 779581487427743, actual_exe_time: 83370, task_app_start_time:779581483473022, task_sched_time:779581487069903
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779581487861933, ref_stop_time: 779581487944433, actual_exe_time: 82500, task_app_start_time:779581486943423, task_sched_time:779581487846453
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 779581488863963, ref_stop_time: 779581488943823, actual_exe_time: 79860, task_app_start_time:779581485209392, task_sched_time:779581488856973
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 779581489070213, ref_stop_time: 779581489186103, actual_exe_time: 115890, task_app_start_time:779581485209392, task_sched_time:779581489062263
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779581489279223, ref_stop_time: 779581489364573, actual_exe_time: 85350, task_app_start_time:779581485209392, task_sched_time:779581489272413
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779581489667123, ref_stop_time: 779581489748843, actual_exe_time: 81720, task_app_start_time:779581486943423, task_sched_time:779581489659143
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu3, ref_start_time: 779581489862513, ref_stop_time: 779581489937093, actual_exe_time: 74580, task_app_start_time:779581486943423, task_sched_time:779581489859873
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779581490031473, ref_stop_time: 779581490139713, actual_exe_time: 108240, task_app_start_time:779581486943423, task_sched_time:779581490023973
