app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779322864425502, ref_stop_time: 779322864576222, actual_exe_time: 150720, task_app_start_time:779322863076762, task_sched_time:779322864412992
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779322865197102, ref_stop_time: 779322865329012, actual_exe_time: 131910, task_app_start_time:779322864123342, task_sched_time:779322865186602
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779322865769532, ref_stop_time: 779322865851552, actual_exe_time: 82020, task_app_start_time:779322863076762, task_sched_time:779322865762272
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu2, ref_start_time: 779322865958112, ref_stop_time: 779322866034102, actual_exe_time: 75990, task_app_start_time:779322863076762, task_sched_time:779322865955592
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779322866103582, ref_stop_time: 779322866191092, actual_exe_time: 87510, task_app_start_time:779322863076762, task_sched_time:779322866099652
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779322866329872, ref_stop_time: 779322866411382, actual_exe_time: 81510, task_app_start_time:779322864123342, task_sched_time:779322866323002
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu1, ref_start_time: 779322866489562, ref_stop_time: 779322866564112, actual_exe_time: 74550, task_app_start_time:779322864123342, task_sched_time:779322866486172
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779322866630592, ref_stop_time: 779322866715252, actual_exe_time: 84660, task_app_start_time:779322864123342, task_sched_time:779322866624682
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779322866909382, ref_stop_time: 779322866988852, actual_exe_time: 79470, task_app_start_time:779322865858092, task_sched_time:779322866906472
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779322867993072, ref_stop_time: 779322868072542, actual_exe_time: 79470, task_app_start_time:779322865858092, task_sched_time:779322867990552
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779322868494373, ref_stop_time: 779322868572043, actual_exe_time: 77670, task_app_start_time:779322867594012, task_sched_time:779322868491583
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu1, ref_start_time: 779322868500343, ref_stop_time: 779322868580353, actual_exe_time: 80010, task_app_start_time:779322865858092, task_sched_time:779322868149912
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779322868643383, ref_stop_time: 779322868725793, actual_exe_time: 82410, task_app_start_time:779322865858092, task_sched_time:779322868640713
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779322870217213, ref_stop_time: 779322870295813, actual_exe_time: 78600, task_app_start_time:779322869327293, task_sched_time:779322870214633
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779322870225343, ref_stop_time: 779322870310903, actual_exe_time: 85560, task_app_start_time:779322867594012, task_sched_time:779322869450413
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu2, ref_start_time: 779322870390133, ref_stop_time: 779322870464113, actual_exe_time: 73980, task_app_start_time:779322867594012, task_sched_time:779322870387463
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779322870524833, ref_stop_time: 779322870609403, actual_exe_time: 84570, task_app_start_time:779322867594012, task_sched_time:779322870519223
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779322871205293, ref_stop_time: 779322871286233, actual_exe_time: 80940, task_app_start_time:779322869327293, task_sched_time:779322871201963
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu1, ref_start_time: 779322871363453, ref_stop_time: 779322871437943, actual_exe_time: 74490, task_app_start_time:779322869327293, task_sched_time:779322871360663
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779322871497583, ref_stop_time: 779322871581883, actual_exe_time: 84300, task_app_start_time:779322869327293, task_sched_time:779322871490923
