app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779976895418427, ref_stop_time: 779976895531227, actual_exe_time: 112800, task_app_start_time:779976894158126, task_sched_time:779976895411857
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779976897523167, ref_stop_time: 779976897596547, actual_exe_time: 73380, task_app_start_time:779976894158126, task_sched_time:779976896710437
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779976897601557, ref_stop_time: 779976897662637, actual_exe_time: 61080, task_app_start_time:779976896475237, task_sched_time:779976897514437
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu1, ref_start_time: 779976897693657, ref_stop_time: 779976897769257, actual_exe_time: 75600, task_app_start_time:779976894158126, task_sched_time:779976897687057
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779976897835077, ref_stop_time: 779976897936477, actual_exe_time: 101400, task_app_start_time:779976894158126, task_sched_time:779976897832677
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779976898649307, ref_stop_time: 779976898710987, actual_exe_time: 61680, task_app_start_time:779976896475237, task_sched_time:779976898643097
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779976899745537, ref_stop_time: 779976899804997, actual_exe_time: 59460, task_app_start_time:779976898789257, task_sched_time:779976899742777
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu1, ref_start_time: 779976899750187, ref_stop_time: 779976899831637, actual_exe_time: 81450, task_app_start_time:779976896475237, task_sched_time:779976898879257
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779976899893227, ref_stop_time: 779976899993577, actual_exe_time: 100350, task_app_start_time:779976896475237, task_sched_time:779976899888547
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779976901639168, ref_stop_time: 779976901699348, actual_exe_time: 60180, task_app_start_time:779976898789257, task_sched_time:779976901602118
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu1, ref_start_time: 779976901853578, ref_stop_time: 779976901930708, actual_exe_time: 77130, task_app_start_time:779976898789257, task_sched_time:779976901848178
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779976902017888, ref_stop_time: 779976902114458, actual_exe_time: 96570, task_app_start_time:779976898789257, task_sched_time:779976902015068
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779976902874148, ref_stop_time: 779976902932438, actual_exe_time: 58290, task_app_start_time:779976901111078, task_sched_time:779976902870758
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 779976902993458, ref_stop_time: 779976903066628, actual_exe_time: 73170, task_app_start_time:779976901111078, task_sched_time:779976902986798
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu1, ref_start_time: 779976903148258, ref_stop_time: 779976903221818, actual_exe_time: 73560, task_app_start_time:779976901111078, task_sched_time:779976903144778
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779976903279958, ref_stop_time: 779976903376078, actual_exe_time: 96120, task_app_start_time:779976901111078, task_sched_time:779976903277588
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779976904284598, ref_stop_time: 779976904346488, actual_exe_time: 61890, task_app_start_time:779976903419728, task_sched_time:779976904275658
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779976905184388, ref_stop_time: 779976905247418, actual_exe_time: 63030, task_app_start_time:779976903419728, task_sched_time:779976905177518
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu1, ref_start_time: 779976905331058, ref_stop_time: 779976905404618, actual_exe_time: 73560, task_app_start_time:779976903419728, task_sched_time:779976905321938
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779976905463688, ref_stop_time: 779976905563048, actual_exe_time: 99360, task_app_start_time:779976903419728, task_sched_time:779976905459158
