app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779586558644039, ref_stop_time: 779586558753689, actual_exe_time: 109650, task_app_start_time:779586557384699, task_sched_time:779586558637169
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779586560199899, ref_stop_time: 779586560264069, actual_exe_time: 64170, task_app_start_time:779586559116029, task_sched_time:779586560196569
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779586561943439, ref_stop_time: 779586562003019, actual_exe_time: 59580, task_app_start_time:779586560854499, task_sched_time:779586561938699
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779586562140239, ref_stop_time: 779586562199039, actual_exe_time: 58800, task_app_start_time:779586557384699, task_sched_time:779586562040759
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779586562348019, ref_stop_time: 779586562411589, actual_exe_time: 63570, task_app_start_time:779586559116029, task_sched_time:779586562289219
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 779586562575179, ref_stop_time: 779586562747679, actual_exe_time: 172500, task_app_start_time:779586557384699, task_sched_time:779586562243319
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779586562778309, ref_stop_time: 779586562892850, actual_exe_time: 114541, task_app_start_time:779586557384699, task_sched_time:779586562772819
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 779586562779149, ref_stop_time: 779586562914120, actual_exe_time: 134971, task_app_start_time:779586559116029, task_sched_time:779586562528049
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779586563040060, ref_stop_time: 779586563143620, actual_exe_time: 103560, task_app_start_time:779586559116029, task_sched_time:779586563002980
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779586563660310, ref_stop_time: 779586563720640, actual_exe_time: 60330, task_app_start_time:779586562601339, task_sched_time:779586563655210
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779586565235580, ref_stop_time: 779586565294950, actual_exe_time: 59370, task_app_start_time:779586560854499, task_sched_time:779586564398040
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779586565371360, ref_stop_time: 779586565433370, actual_exe_time: 62010, task_app_start_time:779586564324660, task_sched_time:779586565225860
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 779586565427820, ref_stop_time: 779586565546770, actual_exe_time: 118950, task_app_start_time:779586560854499, task_sched_time:779586565416270
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779586565633620, ref_stop_time: 779586565729920, actual_exe_time: 96300, task_app_start_time:779586560854499, task_sched_time:779586565631040
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779586565735230, ref_stop_time: 779586565795650, actual_exe_time: 60420, task_app_start_time:779586562601339, task_sched_time:779586565661310
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 779586565923000, ref_stop_time: 779586566039610, actual_exe_time: 116610, task_app_start_time:779586562601339, task_sched_time:779586565919430
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779586566134800, ref_stop_time: 779586566231430, actual_exe_time: 96630, task_app_start_time:779586562601339, task_sched_time:779586566127810
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779586567151920, ref_stop_time: 779586567212370, actual_exe_time: 60450, task_app_start_time:779586564324660, task_sched_time:779586567144960
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 779586567337770, ref_stop_time: 779586567454260, actual_exe_time: 116490, task_app_start_time:779586564324660, task_sched_time:779586567329220
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779586567548670, ref_stop_time: 779586567647730, actual_exe_time: 99060, task_app_start_time:779586564324660, task_sched_time:779586567544320
