app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 780103646843065, ref_stop_time: 780103646953735, actual_exe_time: 110670, task_app_start_time:780103645543495, task_sched_time:780103646835955
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 780103648905055, ref_stop_time: 780103648964545, actual_exe_time: 59490, task_app_start_time:780103645543495, task_sched_time:780103648166785
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 780103648969435, ref_stop_time: 780103649031235, actual_exe_time: 61800, task_app_start_time:780103647855895, task_sched_time:780103648894225
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 780103649062705, ref_stop_time: 780103649212076, actual_exe_time: 149371, task_app_start_time:780103645543495, task_sched_time:780103649053675
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 780103649277236, ref_stop_time: 780103649378666, actual_exe_time: 101430, task_app_start_time:780103645543495, task_sched_time:780103649273606
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 780103650019826, ref_stop_time: 780103650093356, actual_exe_time: 73530, task_app_start_time:780103647855895, task_sched_time:780103650013796
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 780103651137326, ref_stop_time: 780103651198466, actual_exe_time: 61140, task_app_start_time:780103650167516, task_sched_time:780103651134236
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 780103651153916, ref_stop_time: 780103651271756, actual_exe_time: 117840, task_app_start_time:780103647855895, task_sched_time:780103650255146
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 780103651337006, ref_stop_time: 780103651436996, actual_exe_time: 99990, task_app_start_time:780103647855895, task_sched_time:780103651330376
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 780103653022856, ref_stop_time: 780103653081326, actual_exe_time: 58470, task_app_start_time:780103650167516, task_sched_time:780103653019616
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 780103653202406, ref_stop_time: 780103653321056, actual_exe_time: 118650, task_app_start_time:780103650167516, task_sched_time:780103653197156
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 780103653408686, ref_stop_time: 780103653505856, actual_exe_time: 97170, task_app_start_time:780103650167516, task_sched_time:780103653405536
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 780103654259726, ref_stop_time: 780103654320506, actual_exe_time: 60780, task_app_start_time:780103652503496, task_sched_time:780103654256756
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 780103654374806, ref_stop_time: 780103654433036, actual_exe_time: 58230, task_app_start_time:780103652503496, task_sched_time:780103654371386
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 780103654521776, ref_stop_time: 780103654638446, actual_exe_time: 116670, task_app_start_time:780103652503496, task_sched_time:780103654511546
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 780103654696826, ref_stop_time: 780103654792196, actual_exe_time: 95370, task_app_start_time:780103652503496, task_sched_time:780103654693136
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 780103655669307, ref_stop_time: 780103655733087, actual_exe_time: 63780, task_app_start_time:780103654797176, task_sched_time:780103655659947
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 780103656572847, ref_stop_time: 780103656633447, actual_exe_time: 60600, task_app_start_time:780103654797176, task_sched_time:780103656566907
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 780103656716337, ref_stop_time: 780103656831957, actual_exe_time: 115620, task_app_start_time:780103654797176, task_sched_time:780103656706527
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 780103656894687, ref_stop_time: 780103656994137, actual_exe_time: 99450, task_app_start_time:780103654797176, task_sched_time:780103656888387
