app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779150516556595, ref_stop_time: 779150516777546, actual_exe_time: 220951, task_app_start_time:779150514940435, task_sched_time:779150516544505
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779150518363586, ref_stop_time: 779150518591466, actual_exe_time: 227880, task_app_start_time:779150517263636, task_sched_time:779150518357856
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779150518676516, ref_stop_time: 779150518754966, actual_exe_time: 78450, task_app_start_time:779150514940435, task_sched_time:779150518673006
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip2, ref_start_time: 779150518858676, ref_stop_time: 779150519016206, actual_exe_time: 157530, task_app_start_time:779150514940435, task_sched_time:779150518851266
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779150519086106, ref_stop_time: 779150519170796, actual_exe_time: 84690, task_app_start_time:779150514940435, task_sched_time:779150519083106
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779150520545786, ref_stop_time: 779150520628916, actual_exe_time: 83130, task_app_start_time:779150519577446, task_sched_time:779150520538286
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779150520637076, ref_stop_time: 779150520773846, actual_exe_time: 136770, task_app_start_time:779150517263636, task_sched_time:779150520628586
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip2, ref_start_time: 779150521004636, ref_stop_time: 779150521121726, actual_exe_time: 117090, task_app_start_time:779150517263636, task_sched_time:779150520890696
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779150521219616, ref_stop_time: 779150521301216, actual_exe_time: 81600, task_app_start_time:779150517263636, task_sched_time:779150521211066
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779150522426336, ref_stop_time: 779150522521196, actual_exe_time: 94860, task_app_start_time:779150519577446, task_sched_time:779150522419346
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip2, ref_start_time: 779150522643896, ref_stop_time: 779150522763176, actual_exe_time: 119280, task_app_start_time:779150519577446, task_sched_time:779150522636276
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779150522826116, ref_stop_time: 779150522904716, actual_exe_time: 78600, task_app_start_time:779150521893206, task_sched_time:779150522823236
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779150522940117, ref_stop_time: 779150523024297, actual_exe_time: 84180, task_app_start_time:779150519577446, task_sched_time:779150522930966
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779150523818427, ref_stop_time: 779150523898437, actual_exe_time: 80010, task_app_start_time:779150521893206, task_sched_time:779150523811257
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip2, ref_start_time: 779150523980577, ref_stop_time: 779150524096287, actual_exe_time: 115710, task_app_start_time:779150521893206, task_sched_time:779150523976557
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779150524155717, ref_stop_time: 779150524236957, actual_exe_time: 81240, task_app_start_time:779150521893206, task_sched_time:779150524153017
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779150525112057, ref_stop_time: 779150525189697, actual_exe_time: 77640, task_app_start_time:779150524219617, task_sched_time:779150525102637
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779150526876867, ref_stop_time: 779150526955347, actual_exe_time: 78480, task_app_start_time:779150524219617, task_sched_time:779150526870207
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip2, ref_start_time: 779150527076667, ref_stop_time: 779150527194537, actual_exe_time: 117870, task_app_start_time:779150524219617, task_sched_time:779150527071087
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779150527285977, ref_stop_time: 779150527366977, actual_exe_time: 81000, task_app_start_time:779150524219617, task_sched_time:779150527283187
