app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 778765192196514, ref_stop_time: 778765192365774, actual_exe_time: 169260, task_app_start_time:778765190904654, task_sched_time:778765192190214
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 778765192422954, ref_stop_time: 778765192500984, actual_exe_time: 78030, task_app_start_time:778765190904654, task_sched_time:778765192419294
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu1, ref_start_time: 778765192548654, ref_stop_time: 778765192622964, actual_exe_time: 74310, task_app_start_time:778765190904654, task_sched_time:778765192545864
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 778765192649454, ref_stop_time: 778765192732584, actual_exe_time: 83130, task_app_start_time:778765190904654, task_sched_time:778765192647324
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 778765194203395, ref_stop_time: 778765194286765, actual_exe_time: 83370, task_app_start_time:778765193217234, task_sched_time:778765194194185
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 778765195218715, ref_stop_time: 778765195299895, actual_exe_time: 81180, task_app_start_time:778765193217234, task_sched_time:778765195210615
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu1, ref_start_time: 778765195379035, ref_stop_time: 778765195455355, actual_exe_time: 76320, task_app_start_time:778765193217234, task_sched_time:778765195375255
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 778765195515025, ref_stop_time: 778765195598875, actual_exe_time: 83850, task_app_start_time:778765193217234, task_sched_time:778765195509415
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 778765196645635, ref_stop_time: 778765196725915, actual_exe_time: 80280, task_app_start_time:778765195540525, task_sched_time:778765196641675
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 778765197775945, ref_stop_time: 778765197854365, actual_exe_time: 78420, task_app_start_time:778765195540525, task_sched_time:778765197773815
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu1, ref_start_time: 778765197937105, ref_stop_time: 778765198010755, actual_exe_time: 73650, task_app_start_time:778765195540525, task_sched_time:778765197934465
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 778765198071955, ref_stop_time: 778765198152715, actual_exe_time: 80760, task_app_start_time:778765195540525, task_sched_time:778765198068745
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 778765198739275, ref_stop_time: 778765198816165, actual_exe_time: 76890, task_app_start_time:778765197847255, task_sched_time:778765198737145
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 778765198866625, ref_stop_time: 778765198943455, actual_exe_time: 76830, task_app_start_time:778765197847255, task_sched_time:778765198863835
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu1, ref_start_time: 778765198985005, ref_stop_time: 778765199058415, actual_exe_time: 73410, task_app_start_time:778765197847255, task_sched_time:778765198981615
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 778765199084935, ref_stop_time: 778765199165095, actual_exe_time: 80160, task_app_start_time:778765197847255, task_sched_time:778765199082235
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 778765201056776, ref_stop_time: 778765201139156, actual_exe_time: 82380, task_app_start_time:778765200160796, task_sched_time:778765201048526
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 778765202012276, ref_stop_time: 778765202093276, actual_exe_time: 81000, task_app_start_time:778765200160796, task_sched_time:778765202003966
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu1, ref_start_time: 778765202172446, ref_stop_time: 778765202248916, actual_exe_time: 76470, task_app_start_time:778765200160796, task_sched_time:778765202166536
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 778765202306666, ref_stop_time: 778765202391206, actual_exe_time: 84540, task_app_start_time:778765200160796, task_sched_time:778765202300546
