app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 780012395526880, ref_stop_time: 780012395655670, actual_exe_time: 128790, task_app_start_time:780012394447690, task_sched_time:780012395518930
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 780012395535190, ref_stop_time: 780012395663590, actual_exe_time: 128400, task_app_start_time:780012392123949, task_sched_time:780012394655530
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 780012397615150, ref_stop_time: 780012397677370, actual_exe_time: 62220, task_app_start_time:780012394447690, task_sched_time:780012397604350
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu1, ref_start_time: 780012397813690, ref_stop_time: 780012397889500, actual_exe_time: 75810, task_app_start_time:780012394447690, task_sched_time:780012397808020
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 780012397840120, ref_stop_time: 780012397904380, actual_exe_time: 64260, task_app_start_time:780012396758920, task_sched_time:780012397835770
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 780012397999090, ref_stop_time: 780012398105770, actual_exe_time: 106680, task_app_start_time:780012394447690, task_sched_time:780012397995310
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 780012398045410, ref_stop_time: 780012398104960, actual_exe_time: 59550, task_app_start_time:780012392123949, task_sched_time:780012398043100
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu1, ref_start_time: 780012398236810, ref_stop_time: 780012398315050, actual_exe_time: 78240, task_app_start_time:780012392123949, task_sched_time:780012398229400
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 780012398409520, ref_stop_time: 780012398507830, actual_exe_time: 98310, task_app_start_time:780012392123949, task_sched_time:780012398396140
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 780012399880361, ref_stop_time: 780012399941831, actual_exe_time: 61470, task_app_start_time:780012396758920, task_sched_time:780012399870281
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 780012399986081, ref_stop_time: 780012400046741, actual_exe_time: 60660, task_app_start_time:780012399073450, task_sched_time:780012399979871
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu1, ref_start_time: 780012400469891, ref_stop_time: 780012400545911, actual_exe_time: 76020, task_app_start_time:780012396758920, task_sched_time:780012400057931
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 780012400640261, ref_stop_time: 780012400739081, actual_exe_time: 98820, task_app_start_time:780012396758920, task_sched_time:780012400636031
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 780012401798291, ref_stop_time: 780012401857871, actual_exe_time: 59580, task_app_start_time:780012399073450, task_sched_time:780012401793371
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu1, ref_start_time: 780012401982791, ref_stop_time: 780012402059561, actual_exe_time: 76770, task_app_start_time:780012399073450, task_sched_time:780012401978531
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 780012402300371, ref_stop_time: 780012402367031, actual_exe_time: 66660, task_app_start_time:780012401387771, task_sched_time:780012402293051
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 780012402310661, ref_stop_time: 780012402418151, actual_exe_time: 107490, task_app_start_time:780012399073450, task_sched_time:780012402141461
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 780012404104691, ref_stop_time: 780012404165801, actual_exe_time: 61110, task_app_start_time:780012401387771, task_sched_time:780012404096981
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu1, ref_start_time: 780012404288231, ref_stop_time: 780012404362661, actual_exe_time: 74430, task_app_start_time:780012401387771, task_sched_time:780012404278901
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 780012404454311, ref_stop_time: 780012404553701, actual_exe_time: 99390, task_app_start_time:780012401387771, task_sched_time:780012404449151
