app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779140376154254, ref_stop_time: 779140376349734, actual_exe_time: 195480, task_app_start_time:779140374888733, task_sched_time:779140376146364
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779140377538844, ref_stop_time: 779140377720434, actual_exe_time: 181590, task_app_start_time:779140374888733, task_sched_time:779140377534854
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779140378235474, ref_stop_time: 779140378318664, actual_exe_time: 83190, task_app_start_time:779140377203414, task_sched_time:779140378227434
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 779140378728224, ref_stop_time: 779140378886354, actual_exe_time: 158130, task_app_start_time:779140374888733, task_sched_time:779140377812474
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779140378956134, ref_stop_time: 779140379042894, actual_exe_time: 86760, task_app_start_time:779140374888733, task_sched_time:779140378949564
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779140380241214, ref_stop_time: 779140380322544, actual_exe_time: 81330, task_app_start_time:779140377203414, task_sched_time:779140380234614
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 779140380444194, ref_stop_time: 779140380563024, actual_exe_time: 118830, task_app_start_time:779140377203414, task_sched_time:779140380437654
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779140380572774, ref_stop_time: 779140380652064, actual_exe_time: 79290, task_app_start_time:779140379519024, task_sched_time:779140380484934
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779140381101434, ref_stop_time: 779140381184894, actual_exe_time: 83460, task_app_start_time:779140377203414, task_sched_time:779140380675314
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779140382460165, ref_stop_time: 779140382539935, actual_exe_time: 79770, task_app_start_time:779140379519024, task_sched_time:779140382454255
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 779140382663085, ref_stop_time: 779140382780925, actual_exe_time: 117840, task_app_start_time:779140379519024, task_sched_time:779140382656425
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779140382871855, ref_stop_time: 779140382952855, actual_exe_time: 81000, task_app_start_time:779140379519024, task_sched_time:779140382868375
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779140383280935, ref_stop_time: 779140383361095, actual_exe_time: 80160, task_app_start_time:779140381833224, task_sched_time:779140383275505
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779140383748455, ref_stop_time: 779140383826515, actual_exe_time: 78060, task_app_start_time:779140381833224, task_sched_time:779140383739995
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 779140383908415, ref_stop_time: 779140384023975, actual_exe_time: 115560, task_app_start_time:779140381833224, task_sched_time:779140383904995
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779140384080675, ref_stop_time: 779140384161915, actual_exe_time: 81240, task_app_start_time:779140381833224, task_sched_time:779140384077435
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779140385045565, ref_stop_time: 779140385123955, actual_exe_time: 78390, task_app_start_time:779140384162845, task_sched_time:779140385042775
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779140386818205, ref_stop_time: 779140386900165, actual_exe_time: 81960, task_app_start_time:779140384162845, task_sched_time:779140386809025
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 779140387019415, ref_stop_time: 779140387138935, actual_exe_time: 119520, task_app_start_time:779140384162845, task_sched_time:779140387012665
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779140387228005, ref_stop_time: 779140387312605, actual_exe_time: 84600, task_app_start_time:779140384162845, task_sched_time:779140387222425
