app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779606833856572, ref_stop_time: 779606833966582, actual_exe_time: 110010, task_app_start_time:779606832575332, task_sched_time:779606833845922
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779606835362212, ref_stop_time: 779606835424522, actual_exe_time: 62310, task_app_start_time:779606834307352, task_sched_time:779606835358522
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 779606835375892, ref_stop_time: 779606835461662, actual_exe_time: 85770, task_app_start_time:779606832575332, task_sched_time:779606835147562
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 779606835554752, ref_stop_time: 779606835704182, actual_exe_time: 149430, task_app_start_time:779606832575332, task_sched_time:779606835551602
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779606835771622, ref_stop_time: 779606835876082, actual_exe_time: 104460, task_app_start_time:779606832575332, task_sched_time:779606835767422
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 779606837101132, ref_stop_time: 779606837160532, actual_exe_time: 59400, task_app_start_time:779606836131112, task_sched_time:779606837095552
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779606837376652, ref_stop_time: 779606837437702, actual_exe_time: 61050, task_app_start_time:779606834307352, task_sched_time:779606837372512
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 779606837612152, ref_stop_time: 779606837729032, actual_exe_time: 116880, task_app_start_time:779606834307352, task_sched_time:779606837559202
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 779606838878573, ref_stop_time: 779606838955133, actual_exe_time: 76560, task_app_start_time:779606837779792, task_sched_time:779606838871073
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779606838881003, ref_stop_time: 779606838999173, actual_exe_time: 118170, task_app_start_time:779606834307352, task_sched_time:779606837902612
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779606839006673, ref_stop_time: 779606839066703, actual_exe_time: 60030, task_app_start_time:779606836131112, task_sched_time:779606838940073
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 779606839199393, ref_stop_time: 779606839317923, actual_exe_time: 118530, task_app_start_time:779606836131112, task_sched_time:779606839190573
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779606839407833, ref_stop_time: 779606839506143, actual_exe_time: 98310, task_app_start_time:779606836131112, task_sched_time:779606839405283
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779606840458613, ref_stop_time: 779606840524673, actual_exe_time: 66060, task_app_start_time:779606839517603, task_sched_time:779606840455343
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 779606840470763, ref_stop_time: 779606840539583, actual_exe_time: 68820, task_app_start_time:779606837779792, task_sched_time:779606839976303
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 779606840622563, ref_stop_time: 779606840739233, actual_exe_time: 116670, task_app_start_time:779606837779792, task_sched_time:779606840614163
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779606840771543, ref_stop_time: 779606840871023, actual_exe_time: 99480, task_app_start_time:779606837779792, task_sched_time:779606840765963
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 779606842329053, ref_stop_time: 779606842392623, actual_exe_time: 63570, task_app_start_time:779606839517603, task_sched_time:779606842320563
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 779606842517693, ref_stop_time: 779606842633913, actual_exe_time: 116220, task_app_start_time:779606839517603, task_sched_time:779606842509593
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779606842723613, ref_stop_time: 779606842820453, actual_exe_time: 96840, task_app_start_time:779606839517603, task_sched_time:779606842721243
