app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 779251940310448, ref_stop_time: 779251940418658, actual_exe_time: 108210, task_app_start_time:779251939026178, task_sched_time:779251940297218
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 779251942397488, ref_stop_time: 779251942457278, actual_exe_time: 59790, task_app_start_time:779251941336598, task_sched_time:779251942387918
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 779251942754698, ref_stop_time: 779251942817728, actual_exe_time: 63030, task_app_start_time:779251939026178, task_sched_time:779251942741408
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip2, ref_start_time: 779251942990468, ref_stop_time: 779251943137108, actual_exe_time: 146640, task_app_start_time:779251939026178, task_sched_time:779251942975588
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 779251943248258, ref_stop_time: 779251943352268, actual_exe_time: 104010, task_app_start_time:779251939026178, task_sched_time:779251943241838
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 779251944397049, ref_stop_time: 779251944455969, actual_exe_time: 58920, task_app_start_time:779251941336598, task_sched_time:779251944388829
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 779251944578669, ref_stop_time: 779251944638309, actual_exe_time: 59640, task_app_start_time:779251943650558, task_sched_time:779251944573899
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip2, ref_start_time: 779251944656759, ref_stop_time: 779251944773879, actual_exe_time: 117120, task_app_start_time:779251941336598, task_sched_time:779251944653039
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 779251944816989, ref_stop_time: 779251944913229, actual_exe_time: 96240, task_app_start_time:779251941336598, task_sched_time:779251944808889
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 779251946921129, ref_stop_time: 779251946981129, actual_exe_time: 60000, task_app_start_time:779251943650558, task_sched_time:779251946425019
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 779251947051239, ref_stop_time: 779251947114839, actual_exe_time: 63600, task_app_start_time:779251945965929, task_sched_time:779251946907479
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip2, ref_start_time: 779251947108869, ref_stop_time: 779251947228449, actual_exe_time: 119580, task_app_start_time:779251943650558, task_sched_time:779251947099119
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 779251947315929, ref_stop_time: 779251947414509, actual_exe_time: 98580, task_app_start_time:779251943650558, task_sched_time:779251947313619
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 779251948882709, ref_stop_time: 779251948946009, actual_exe_time: 63300, task_app_start_time:779251945965929, task_sched_time:779251948871369
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip2, ref_start_time: 779251949071499, ref_stop_time: 779251949189729, actual_exe_time: 118230, task_app_start_time:779251945965929, task_sched_time:779251949062829
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 779251949173829, ref_stop_time: 779251949234339, actual_exe_time: 60510, task_app_start_time:779251948282469, task_sched_time:779251949167229
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779251949281829, ref_stop_time: 779251949392499, actual_exe_time: 110670, task_app_start_time:779251945965929, task_sched_time:779251949277719
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 779251950924750, ref_stop_time: 779251950984330, actual_exe_time: 59580, task_app_start_time:779251948282469, task_sched_time:779251950915450
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip2, ref_start_time: 779251951108050, ref_stop_time: 779251951224150, actual_exe_time: 116100, task_app_start_time:779251948282469, task_sched_time:779251951104390
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 779251951312140, ref_stop_time: 779251951410930, actual_exe_time: 98790, task_app_start_time:779251948282469, task_sched_time:779251951309410
