app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 778623321594383, ref_stop_time: 778623321781613, actual_exe_time: 187230, task_app_start_time:778623320181292, task_sched_time:778623321587753
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 778623322999793, ref_stop_time: 778623323079143, actual_exe_time: 79350, task_app_start_time:778623321921023, task_sched_time:778623322993433
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 778623324692093, ref_stop_time: 778623324772343, actual_exe_time: 80250, task_app_start_time:778623320181292, task_sched_time:778623324037043
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 778623324868703, ref_stop_time: 778623324950303, actual_exe_time: 81600, task_app_start_time:778623323655413, task_sched_time:778623324684833
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip2, ref_start_time: 778623324958103, ref_stop_time: 778623325114913, actual_exe_time: 156810, task_app_start_time:778623320181292, task_sched_time:778623324902603
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 778623325497563, ref_stop_time: 778623325576643, actual_exe_time: 79080, task_app_start_time:778623321921023, task_sched_time:778623325022183
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 778623325626983, ref_stop_time: 778623325711643, actual_exe_time: 84660, task_app_start_time:778623320181292, task_sched_time:778623325215263
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip2, ref_start_time: 778623325721633, ref_stop_time: 778623325837583, actual_exe_time: 115950, task_app_start_time:778623321921023, task_sched_time:778623325699163
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 778623325930343, ref_stop_time: 778623326011733, actual_exe_time: 81390, task_app_start_time:778623321921023, task_sched_time:778623325927523
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 778623326415803, ref_stop_time: 778623326494343, actual_exe_time: 78540, task_app_start_time:778623325391933, task_sched_time:778623326412263
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 778623326900064, ref_stop_time: 778623326981064, actual_exe_time: 81000, task_app_start_time:778623323655413, task_sched_time:778623326892864
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip2, ref_start_time: 778623327102954, ref_stop_time: 778623327222864, actual_exe_time: 119910, task_app_start_time:778623323655413, task_sched_time:778623327099444
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 778623327313404, ref_stop_time: 778623327397584, actual_exe_time: 84180, task_app_start_time:778623323655413, task_sched_time:778623327309624
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 778623328032594, ref_stop_time: 778623328112364, actual_exe_time: 79770, task_app_start_time:778623327126984, task_sched_time:778623328029204
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 778623328584144, ref_stop_time: 778623328662774, actual_exe_time: 78630, task_app_start_time:778623325391933, task_sched_time:778623328567614
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip2, ref_start_time: 778623328790274, ref_stop_time: 778623328906134, actual_exe_time: 115860, task_app_start_time:778623325391933, task_sched_time:778623328787604
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 778623329002344, ref_stop_time: 778623329083194, actual_exe_time: 80850, task_app_start_time:778623325391933, task_sched_time:778623328999284
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 778623329839104, ref_stop_time: 778623329916714, actual_exe_time: 77610, task_app_start_time:778623327126984, task_sched_time:778623329836584
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip2, ref_start_time: 778623330041574, ref_stop_time: 778623330157704, actual_exe_time: 116130, task_app_start_time:778623327126984, task_sched_time:778623330032034
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 778623330250044, ref_stop_time: 778623330330804, actual_exe_time: 80760, task_app_start_time:778623327126984, task_sched_time:778623330246534
