app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779297535301996, ref_stop_time: 779297536430896, actual_exe_time: 1128900, task_app_start_time:779297533579275, task_sched_time:779297535296116
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779297536436716, ref_stop_time: 779297536519006, actual_exe_time: 82290, task_app_start_time:779297535319966, task_sched_time:779297536412476
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779297536523476, ref_stop_time: 779297536601176, actual_exe_time: 77700, task_app_start_time:779297533579275, task_sched_time:779297536485526
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu1, ref_start_time: 779297536648576, ref_stop_time: 779297536722736, actual_exe_time: 74160, task_app_start_time:779297533579275, task_sched_time:779297536645456
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779297536751356, ref_stop_time: 779297536835536, actual_exe_time: 84180, task_app_start_time:779297533579275, task_sched_time:779297536748176
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779297537493706, ref_stop_time: 779297537574106, actual_exe_time: 80400, task_app_start_time:779297535319966, task_sched_time:779297537484496
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu1, ref_start_time: 779297537654296, ref_stop_time: 779297537730316, actual_exe_time: 76020, task_app_start_time:779297535319966, task_sched_time:779297537647366
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779297537788486, ref_stop_time: 779297537872186, actual_exe_time: 83700, task_app_start_time:779297535319966, task_sched_time:779297537782486
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779297538905146, ref_stop_time: 779297538984916, actual_exe_time: 79770, task_app_start_time:779297537062486, task_sched_time:779297538902686
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779297539099546, ref_stop_time: 779297539177606, actual_exe_time: 78060, task_app_start_time:779297537062486, task_sched_time:779297539097266
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu1, ref_start_time: 779297539258306, ref_stop_time: 779297539331716, actual_exe_time: 73410, task_app_start_time:779297537062486, task_sched_time:779297539255756
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779297539388686, ref_stop_time: 779297539469416, actual_exe_time: 80730, task_app_start_time:779297537062486, task_sched_time:779297539385206
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779297539729306, ref_stop_time: 779297539806766, actual_exe_time: 77460, task_app_start_time:779297538788326, task_sched_time:779297539725796
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779297539855246, ref_stop_time: 779297539931596, actual_exe_time: 76350, task_app_start_time:779297538788326, task_sched_time:779297539852726
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu1, ref_start_time: 779297539970686, ref_stop_time: 779297540043586, actual_exe_time: 72900, task_app_start_time:779297538788326, task_sched_time:779297539967566
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779297540069296, ref_stop_time: 779297540149486, actual_exe_time: 80190, task_app_start_time:779297538788326, task_sched_time:779297540065936
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779297541384137, ref_stop_time: 779297541465917, actual_exe_time: 81780, task_app_start_time:779297540522506, task_sched_time:779297541375077
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779297542300727, ref_stop_time: 779297542382147, actual_exe_time: 81420, task_app_start_time:779297540522506, task_sched_time:779297542297457
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu1, ref_start_time: 779297542458557, ref_stop_time: 779297542535177, actual_exe_time: 76620, task_app_start_time:779297540522506, task_sched_time:779297542451147
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779297542592717, ref_stop_time: 779297542676777, actual_exe_time: 84060, task_app_start_time:779297540522506, task_sched_time:779297542586177
