app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779327938480518, ref_stop_time: 779327938664358, actual_exe_time: 183840, task_app_start_time:779327937177108, task_sched_time:779327938467768
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779327939858299, ref_stop_time: 779327939939839, actual_exe_time: 81540, task_app_start_time:779327937177108, task_sched_time:779327939851879
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779327939885599, ref_stop_time: 779327940011989, actual_exe_time: 126390, task_app_start_time:779327938781748, task_sched_time:779327939874739
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu1, ref_start_time: 779327940034429, ref_stop_time: 779327940111259, actual_exe_time: 76830, task_app_start_time:779327937177108, task_sched_time:779327940028579
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779327940176149, ref_stop_time: 779327940263029, actual_exe_time: 86880, task_app_start_time:779327937177108, task_sched_time:779327940172489
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779327941032349, ref_stop_time: 779327941113829, actual_exe_time: 81480, task_app_start_time:779327938781748, task_sched_time:779327941027879
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu2, ref_start_time: 779327941195099, ref_stop_time: 779327941271689, actual_exe_time: 76590, task_app_start_time:779327938781748, task_sched_time:779327941189039
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779327941327279, ref_stop_time: 779327941410319, actual_exe_time: 83040, task_app_start_time:779327938781748, task_sched_time:779327941324249
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779327941466299, ref_stop_time: 779327941544449, actual_exe_time: 78150, task_app_start_time:779327940516739, task_sched_time:779327941462609
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779327943166189, ref_stop_time: 779327943246289, actual_exe_time: 80100, task_app_start_time:779327940516739, task_sched_time:779327942464399
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779327943251239, ref_stop_time: 779327943331489, actual_exe_time: 80250, task_app_start_time:779327942251549, task_sched_time:779327943158179
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu1, ref_start_time: 779327943335929, ref_stop_time: 779327943409399, actual_exe_time: 73470, task_app_start_time:779327940516739, task_sched_time:779327943325369
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779327943469039, ref_stop_time: 779327943551959, actual_exe_time: 82920, task_app_start_time:779327940516739, task_sched_time:779327943465769
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779327944869949, ref_stop_time: 779327944949929, actual_exe_time: 79980, task_app_start_time:779327942251549, task_sched_time:779327944216309
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779327944955989, ref_stop_time: 779327945036629, actual_exe_time: 80640, task_app_start_time:779327943984979, task_sched_time:779327944858129
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu2, ref_start_time: 779327945041279, ref_stop_time: 779327945115019, actual_exe_time: 73740, task_app_start_time:779327942251549, task_sched_time:779327945027599
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779327945176130, ref_stop_time: 779327945261030, actual_exe_time: 84900, task_app_start_time:779327942251549, task_sched_time:779327945170850
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 779327945899910, ref_stop_time: 779327945979050, actual_exe_time: 79140, task_app_start_time:779327943984979, task_sched_time:779327945896580
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu1, ref_start_time: 779327946063140, ref_stop_time: 779327946136940, actual_exe_time: 73800, task_app_start_time:779327943984979, task_sched_time:779327946059390
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 779327946197540, ref_stop_time: 779327946282620, actual_exe_time: 85080, task_app_start_time:779327943984979, task_sched_time:779327946191930
