app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779221517251222, ref_stop_time: 779221517368312, actual_exe_time: 117090, task_app_start_time:779221514630511, task_sched_time:779221517239252
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779221518046222, ref_stop_time: 779221518107302, actual_exe_time: 61080, task_app_start_time:779221516952332, task_sched_time:779221518015982
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779221519744792, ref_stop_time: 779221519808332, actual_exe_time: 63540, task_app_start_time:779221514630511, task_sched_time:779221519735162
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 779221519949482, ref_stop_time: 779221520097412, actual_exe_time: 147930, task_app_start_time:779221514630511, task_sched_time:779221519940512
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779221520147602, ref_stop_time: 779221520210512, actual_exe_time: 62910, task_app_start_time:779221516952332, task_sched_time:779221520144062
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779221520292952, ref_stop_time: 779221520399182, actual_exe_time: 106230, task_app_start_time:779221514630511, task_sched_time:779221520235562
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 779221520308642, ref_stop_time: 779221520430892, actual_exe_time: 122250, task_app_start_time:779221516952332, task_sched_time:779221520301742
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779221520737072, ref_stop_time: 779221520797672, actual_exe_time: 60600, task_app_start_time:779221519262842, task_sched_time:779221520283082
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779221520872912, ref_stop_time: 779221520969602, actual_exe_time: 96690, task_app_start_time:779221516952332, task_sched_time:779221520514622
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779221522509473, ref_stop_time: 779221522571003, actual_exe_time: 61530, task_app_start_time:779221521579292, task_sched_time:779221522502303
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779221523679293, ref_stop_time: 779221523738813, actual_exe_time: 59520, task_app_start_time:779221519262842, task_sched_time:779221523671163
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779221524298253, ref_stop_time: 779221524361433, actual_exe_time: 63180, task_app_start_time:779221521579292, task_sched_time:779221524291503
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779221524819083, ref_stop_time: 779221524877493, actual_exe_time: 58410, task_app_start_time:779221523891543, task_sched_time:779221524813773
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 779221524829733, ref_stop_time: 779221524948143, actual_exe_time: 118410, task_app_start_time:779221519262842, task_sched_time:779221523961923
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779221525071233, ref_stop_time: 779221525168103, actual_exe_time: 96870, task_app_start_time:779221519262842, task_sched_time:779221525069073
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 779221525458143, ref_stop_time: 779221525574033, actual_exe_time: 115890, task_app_start_time:779221521579292, task_sched_time:779221524476873
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779221525668293, ref_stop_time: 779221525767593, actual_exe_time: 99300, task_app_start_time:779221521579292, task_sched_time:779221525663913
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779221526649233, ref_stop_time: 779221526723093, actual_exe_time: 73860, task_app_start_time:779221523891543, task_sched_time:779221526639843
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 779221526893223, ref_stop_time: 779221527013553, actual_exe_time: 120330, task_app_start_time:779221523891543, task_sched_time:779221526888153
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 779221527086423, ref_stop_time: 779221527182933, actual_exe_time: 96510, task_app_start_time:779221523891543, task_sched_time:779221527079253
